home_id;home_score;home_elo;away_id;away_score;away_elo;elo_dif;goal_dif
36;0;1801.12744141;37;0;2005.38952637;-204.26208496000004;0
39;3;1720.00878906;33;0;1769.89135742;-49.88256836000005;3
38;1;1634.58312988;282;1;1657.46508789;-22.881958010000062;0
1211;0;1641.43151855;1147;2;1541.46508789;99.96643066000001;-2
219;2;1690.00964355;39;1;1733.86584473;-43.85620117999997;1
44;1;1820.22302246;110;0;1583.515625;236.70739746000004;1
1147;1;1557.93786621;36;2;1805.35437012;-247.41650391000007;-1
282;3;1658.16381836;45;1;1639.70141602;18.462402340000153;2
41;2;1640.37609863;47;0;1693.23693848;-52.86083985000005;2
42;1;1625.18200684;1211;1;1624.95874023;0.22326660999988235;0
33;2;1756.03430176;3429;0;1589.26123047;166.77307128999996;2
1730;1;1659.84863281;37;3;2001.16259766;-341.31396485000005;-2
38;3;1633.88439941;134;2;1780.22216797;-146.3377685600001;1
45;0;1632.60461426;38;0;1646.48925781;-13.884643549999964;0
37;3;2011.53735352;1147;1;1561.84631348;449.69104003999996;2
134;1;1777.06396484;282;0;1674.70727539;102.35668944999998;1
47;1;1689.04919434;33;1;1774.37646484;-85.32727049999994;0
1211;3;1633.64648438;219;2;1705.3894043;-71.74291992000008;1
3429;2;1591.87634277;42;0;1631.2689209;-39.39257812999995;2
110;0;1588.6697998;1730;1;1663.68994141;-75.02014161000011;-1
36;0;1822.23059082;44;1;1838.52075195;-16.290161129999888;-1
39;1;1735.29675293;41;1;1659.33837891;75.95837401999984;0
282;0;1671.16625977;47;1;1691.1652832;-19.99902343000008;-1
38;1;1649.0246582;3429;1;1599.30004883;49.72460937000005;0
41;1;1659.01660156;110;2;1577.56115723;81.45544433000009;-1
42;2;1616.37255859;1147;2;1557.13513184;59.23742674999994;0
33;0;1769.51171875;37;2;2011.77294922;-242.2612304700001;-2
1730;2;1659.5715332;134;2;1777.85632324;-118.28479003999996;0
44;3;1848.16137695;1211;1;1638.64160156;209.51977538999995;2
45;0;1633.25256348;39;0;1710.68725586;-77.43469238000012;0
219;3;1692.92150879;36;1;1815.85424805;-122.93273926000006;2
110;0;1588.82946777;33;4;1764.63476562;-175.80529785;-4
3429;1;1601.97192383;282;1;1657.57763672;-55.60571289000018;0
37;1;2016.64990234;219;2;1707.40393066;309.2459716799999;-1
134;4;1775.7878418;41;0;1647.74816895;128.03967285;4
1147;0;1560.05944824;44;2;1851.80383301;-291.7443847700001;-2
47;2;1695.30578613;45;0;1634.17297363;61.1328125;2
1211;2;1634.99926758;1730;1;1661.64013672;-26.640869140000177;1
36;1;1801.3717041;42;4;1613.44824219;187.92346191000001;-3
39;3;1709.7668457;38;2;1646.35266113;63.41418457000009;1
1730;3;1654.1138916;36;3;1777.95092773;-123.83703613000012;0
44;0;1855.66040039;37;0;2001.05456543;-145.39416503999996;0
45;1;1626.48693848;3429;1;1602.234375;24.252563479999935;0
282;1;1657.31518555;39;3;1715.1940918;-57.87890625;-2
41;5;1639.92248535;1211;1;1642.5255127;-2.6030273500000476;4
42;4;1636.86914062;110;1;1579.31604004;57.55310058000009;3
33;2;1774.14819336;134;1;1783.61352539;-9.4653320299999;1
38;2;1640.92541504;47;0;1702.99182129;-62.06640625;2
219;0;1722.99926758;1147;0;1556.20275879;166.79650878999996;0
47;2;1691.22131348;39;0;1726.65270996;-35.4313964800001;2
37;5;1999.97473145;42;0;1647.94165039;352.0330810600001;5
134;3;1778.44226074;45;0;1626.32519531;152.1170654299999;3
1147;2;1563.42993164;1730;2;1658.14978027;-94.71984863000012;0
110;0;1571.77929688;282;2;1648.02075195;-76.24145507000003;-2
1211;1;1630.70129395;33;0;1784.06506348;-153.3637695299999;1
3429;3;1605.93200684;41;3;1655.2824707;-49.35046385999999;0
44;2;1873.6171875;219;0;1719.3079834;154.3092041;2
36;1;1768.31774902;38;0;1654.85998535;113.45776367000008;1
39;2;1719.81005859;134;1;1787.23327637;-67.42321778000019;1
45;1;1623.56445312;110;0;1564.46862793;59.09582519000014;1
282;0;1661.75476074;37;1;2014.40844727;-352.65368652999996;-1
38;1;1653.83740234;1211;3;1644.48828125;9.349121089999926;-2
47;2;1706.83789062;3429;1;1609.20178223;97.63610839000012;1
42;1;1648.57409668;219;1;1717.62573242;-69.05163574000017;0
33;1;1776.70166016;1147;1;1567.99719238;208.7044677800002;0
1730;1;1660.00598145;44;3;1886.04223633;-226.0362548799999;-2
41;0;1658.43615723;36;2;1772.65625;-114.22009277000006;-2
36;3;1781.4621582;33;0;1770.38903809;11.07312010999999;3
37;1;2016.45727539;45;0;1628.81469727;387.64257812000005;1
44;3;1891.46862793;42;2;1649.13293457;242.33569335999982;1
1147;2;1574.30981445;41;2;1649.63024902;-75.32043457000009;0
110;0;1559.21838379;38;3;1640.58081055;-81.36242676000006;-3
3429;3;1604.51635742;39;0;1728.64599609;-124.12963866999985;3
219;4;1717.06689453;1730;2;1654.57958984;62.487304689999974;2
134;5;1779.18383789;47;0;1711.52331543;67.66052246000004;5
1211;1;1657.74487305;282;1;1659.70593262;-1.9610595700000886;0
47;2;1704.59350586;110;2;1551.23974609;153.35375977000012;0
45;0;1631.0625;1211;2;1659.5435791;-28.481079099999988;-2
38;1;1656.30334473;1147;2;1578.26074219;78.04260253999996;-1
3429;1;1625.5078125;134;0;1793.85742188;-168.34960937999995;1
41;1;1652.04345703;37;3;2022.35437012;-370.3109130900002;-2
42;1;1650.22155762;1730;2;1650.23632812;-0.014770499999940512;-1
33;1;1774.48205566;219;1;1727.77441406;46.70764159999999;0
282;0;1664.27124023;36;2;1795.93847656;-131.66723632999992;-2
39;2;1714.01855469;44;2;1892.50378418;-178.48522948999994;0
110;2;1551.39343262;134;0;1778.99169922;-227.5982666;2
1730;1;1651.79064941;41;0;1642.10681152;9.68383788999995;1
37;3;2019.48681641;39;0;1710.16210938;309.3247070300001;3
1147;2;1582.27416992;3429;0;1629.12756348;-46.85339355999986;2
1211;2;1663.83312988;47;1;1690.43444824;-26.60131836000005;1
36;3;1796.87390137;45;0;1611.79760742;185.07629395000004;3
42;3;1633.69189453;33;2;1750.58935547;-116.8974609400002;1
44;3;1869.87243652;38;0;1637.3145752;232.55786132000003;3
219;2;1722.97290039;282;3;1648.3605957;74.61230468999997;-1
38;2;1633.36730957;42;1;1643.51782227;-10.150512699999808;1
282;4;1659.89282227;1147;1;1593.92004395;65.97277831999986;3
47;0;1682.94042969;37;2;2022.16479492;-339.2243652300001;-2
3429;2;1617.48168945;110;2;1565.29663086;52.185058589999926;0
39;2;1707.48413086;36;3;1802.08447266;-94.60034180000002;-1
41;0;1635.5612793;44;3;1873.81970215;-238.25842285;-3
33;0;1740.76342773;1730;2;1658.33605957;82.42736816000001;-2
134;3;1757.62988281;1211;1;1671.32727051;86.30261229999996;2
45;2;1606.58703613;219;1;1711.44067383;-104.85363770000004;1
1730;0;1672.61560059;282;0;1667.25683594;5.358764650000012;0
37;1;2017.61010742;134;1;1762.31140137;255.29870604999996;0
44;5;1878.03527832;33;1;1722.72277832;155.3125;4
1147;1;1582.79492188;45;2;1614.17004395;-31.37512207000009;-1
110;1;1566.27783203;39;3;1698.67248535;-132.3946533200001;-2
1211;2;1662.88464355;3429;1;1612.73937988;50.14526367000008;1
36;2;1807.13500977;47;1;1677.95092773;129.1840820399998;1
219;0;1700.09643555;38;0;1638.34741211;61.749023439999974;0
42;6;1634.7767334;41;2;1627.58447266;7.192260739999938;4
134;2;1768.58605957;36;1;1810.31591797;-41.72985840000001;1
45;1;1621.85424805;44;0;1883.99194336;-262.13769531;1
282;0;1668.10583496;42;0;1646.6541748;21.451660160000074;0
38;0;1640.67590332;33;1;1715.19604492;-74.52014159999999;-1
110;1;1557.24035645;1211;0;1667.66577148;-110.42541503000007;1
47;1;1673.1998291;1147;2;1573.54064941;99.65917968999997;-1
3429;1;1606.38806152;37;2;2007.35168457;-400.96362305;-1
39;1;1706.13977051;1730;1;1670.19641113;35.943359380000174;0
41;1;1614.13684082;219;3;1696.19775391;-82.06091308999999;-2
1730;1;1672.64880371;38;3;1633.23522949;39.4135742200001;-2
37;3;2008.92541504;110;1;1566.72131348;442.20410156;2
44;2;1871.01037598;282;2;1666.04931641;204.96105956999986;0
1147;0;1585.4473877;134;2;1776.24438477;-190.79699706999986;-2
1211;1;1658.18481445;39;4;1703.68737793;-45.502563479999935;-3
36;3;1802.65771484;3429;2;1604.81433105;197.84338378999996;1
219;0;1706.29882812;47;0;1661.29309082;45.005737299999964;0
42;1;1648.71069336;45;0;1634.83581543;13.874877930000139;1
33;3;1722.63671875;41;1;1604.0357666;118.60095215000001;2
37;6;2006.20507812;42;0;1651.18383789;355.0212402300001;6
1730;0;1653.95678711;33;2;1724.51831055;-70.56152343999997;-2
44;2;1861.0333252;219;1;1699.87536621;161.15795899;1
134;2;1788.40710449;36;1;1801.73193359;-13.324829099999988;1
45;1;1633.74902344;39;0;1714.17834473;-80.42932128999996;1
282;2;1668.70141602;1147;0;1575.19885254;93.50256347999994;2
38;1;1644.60229492;3429;1;1598.41516113;46.18713379000019;0
47;2;1640.31176758;50;1;1647.54699707;-7.235229490000165;1
1211;2;1640.36889648;7614;2;1542.77746582;97.59143066000001;0
39;0;1705.38781738;37;2;2008.87060547;-303.4827880900002;-2
1147;1;1568.57556152;45;0;1642.53955078;-73.96398925999983;1
50;3;1640.7052002;134;1;1795.26586914;-154.5606689399999;2
3429;0;1601.17834473;47;2;1647.15356445;-45.97521972000004;-2
36;3;1794.87316895;38;1;1641.83911133;153.0340576200001;2
7614;1;1546.86975098;44;0;1864.27966309;-317.40991211000005;1
33;0;1735.16577148;282;0;1675.3248291;59.840942380000115;0
219;4;1696.62902832;1211;4;1636.2767334;60.35229492000008;0
42;1;1648.51831055;1730;2;1643.30932617;5.208984379999947;-1
282;3;1677.4041748;50;0;1654.30712891;23.09704588999989;3
37;3;2016.23962402;3429;1;1590.29150391;425.94812011;2
44;6;1856.61340332;1147;0;1578.24304199;278.37036133000015;6
134;4;1773.97485352;42;1;1640.21765137;133.75720214999978;3
45;2;1634.96081543;36;1;1797.09667969;-162.13586426000006;1
38;0;1638.0760498;7614;4;1562.13452148;75.94152831999986;-4
1211;0;1640.60168457;33;0;1733.03417969;-92.43249511999988;0
1730;1;1653.69873047;219;3;1691.37158203;-37.6728515599998;-2
47;2;1660.12915039;39;0;1711.96923828;-51.84008788999995;2
1147;1;1574.04663086;1211;1;1641.67468262;-67.62805176000006;0
50;1;1645.86962891;38;0;1615.13366699;30.735961920000136;1
3429;0;1589.22668457;45;2;1645.67736816;-56.450683589999926;-2
33;1;1731.96118164;44;5;1860.80981445;-128.84863281000003;-4
37;3;2017.30432129;47;0;1671.41296387;345.89135741999985;3
36;0;1786.38012695;1730;0;1641.82653809;144.55358886;0
7614;1;1585.07702637;134;1;1780.14440918;-195.0673828099998;0
39;1;1700.6854248;282;3;1690.12390137;10.561523429999852;-2
42;1;1634.04821777;219;2;1703.24389648;-69.19567871000004;-1
44;3;1872.7454834;50;1;1651.72009277;221.02539062999995;2
1730;1;1646.98217773;1147;0;1574.43896484;72.54321289000018;1
134;2;1776.28320312;3429;0;1577.87145996;198.41174316000001;2
45;3;1657.03259277;47;3;1669.31005859;-12.277465819999861;0
38;0;1609.28308105;37;1;2019.40734863;-410.1242675799999;-1
219;2;1710.62097168;36;3;1781.2244873;-70.60351562000005;-1
42;2;1626.67114258;33;1;1720.0255127;-93.35437012000011;1
282;1;1703.79968262;7614;1;1588.93811035;114.86157227000012;0
1211;2;1641.28234863;39;1;1687.00964355;-45.72729492000008;1
7614;2;1591.50195312;1730;1;1650.08581543;-58.58386230999986;1
37;1;2016.01513672;282;1;1701.03076172;314.984375;0
1147;2;1571.13000488;42;2;1637.4050293;-66.27502442000014;0
50;1;1650.19470215;45;0;1657.62963867;-7.434936520000065;1
47;2;1672.23583984;38;0;1609.57214355;62.66369628999996;2
3429;1;1575.8326416;1211;2;1650.67651367;-74.84387207000009;-1
36;2;1791.83349609;44;0;1880.75305176;-88.91955567000014;2
39;4;1688.47888184;134;0;1778.30859375;-89.82971191000001;4
33;0;1712.81445312;219;0;1708.66760254;4.146850580000091;0
44;1;1868.22192383;47;1;1679.64978027;188.57214355999986;0
1730;1;1645.60571289;39;1;1706.22229004;-60.61657715000001;0
134;0;1760.56530762;38;0;1602.15820312;158.40710450000006;0
45;2;1650.9173584;37;2;2008.13525391;-357.21789551000006;0
282;2;1708.91064453;3429;1;1568.29577637;140.6148681599998;1
1211;2;1658.21337891;50;1;1656.90710449;1.3062744200001362;1
42;2;1637.09265137;36;1;1804.36450195;-167.27185057999986;1
219;2;1710.40100098;1147;1;1571.44238281;138.9586181699999;1
33;0;1711.08117676;7614;1;1603.43823242;107.64294433999999;-1
38;0;1612.79931641;45;3;1663.04675293;-50.24743651999984;-3
37;2;2010.64941406;134;0;1769.68566895;240.96374511;2
1147;3;1575.00854492;33;1;1705.88220215;-130.87365722999994;2
50;2;1657.66699219;1730;1;1652.87194824;4.795043950000036;1
47;2;1692.91845703;282;1;1719.78564453;-26.8671875;1
3429;3;1571.71875;44;3;1876.30322266;-304.5844726600001;0
36;0;1799.38671875;1211;3;1671.75146484;127.63525391000007;-3
7614;3;1622.93518066;42;1;1654.83374023;-31.89855957000009;2
39;3;1723.953125;219;0;1716.47741699;7.475708010000062;3
134;0;1766.74658203;45;0;1679.45043945;87.29614257999992;0
1730;1;1646.41918945;37;3;2013.58850098;-367.16931152999996;-2
44;0;1870.17346191;39;0;1734.87768555;135.29577636;0
1147;0;1589.36450195;7614;2;1633.09997559;-43.73547364000001;-2
219;2;1705.55285645;3429;0;1577.84851074;127.7043457100001;2
42;1;1644.66906738;50;3;1664.11987305;-19.450805670000136;-2
33;1;1691.52624512;36;2;1777.85107422;-86.32482909999999;-1
282;3;1712.38635254;38;0;1600.41564941;111.97070312999995;3
1211;1;1693.28710938;47;0;1700.31774902;-7.030639640000118;1
47;3;1697.29797363;134;0;1759.54455566;-62.24658203000013;3
37;1;2019.65124512;1211;1;1699.88330078;319.7679443400002;0
45;1;1683.4675293;282;0;1719.62597656;-36.15844726;1
50;0;1676.62866211;33;3;1684.07568359;-7.447021479999876;-3
38;2;1593.13757324;44;5;1867.96887207;-274.83129883000015;-3
3429;0;1572.5369873;1730;2;1643.56665039;-71.02966308999999;-2
36;3;1796.67468262;1147;2;1577.27429199;219.40039063000017;1
7614;3;1645.1517334;219;1;1692.71691895;-47.565185550000024;2
39;3;1747.1595459;42;1;1632.12182617;115.03771972999994;2
36;2;1799.0201416;7614;3;1656.0838623;142.93627930000002;-1
1730;0;1654.60253906;47;0;1707.66625977;-53.06372070999987;0
44;1;1873.49523926;37;0;2011.66821289;-138.1729736299999;1
134;1;1741.94665527;282;2;1712.15283203;29.793823240000165;-1
1147;0;1574.92871094;3429;1;1561.50109863;13.427612310000086;-1
219;4;1681.78479004;50;2;1660.5345459;21.25024413999995;2
33;0;1700.16967773;39;1;1752.63293457;-52.463256839999985;-1
1211;2;1707.86645508;38;2;1587.61120605;120.25524902999996;0
42;1;1626.6484375;45;2;1690.94067383;-64.29223632999992;-1
50;1;1648.65588379;7614;4;1665.52770996;-16.871826170000077;-3
37;2;1986.59399414;36;1;1785.21325684;201.38073729999996;1
134;1;1732.4263916;1211;1;1702.34924316;30.077148439999974;0
45;2;1697.76904297;44;1;1884.32910156;-186.56005858999993;1
282;0;1721.9128418;1730;0;1653.61010742;68.30273437999995;0
38;2;1591.59643555;42;2;1618.28808594;-26.69165038999995;0
3429;1;1570.74951172;33;1;1691.17163086;-120.42211913999995;0
47;2;1707.12670898;219;1;1691.37451172;15.752197260000003;1
39;3;1766.66906738;1147;1;1564.1484375;202.5206298799999;2
219;1;1685.21887207;37;3;1989.1730957;-303.9542236299999;-2
44;4;1873.15197754;134;1;1729.96166992;143.19030761999988;3
1211;4;1704.81396484;282;0;1718.44604492;-13.63208008000015;4
36;1;1782.6340332;50;1;1635.85961914;146.77441406000003;0
